"customer_id","customer_name","service_plan","service_address","provisioned_bandwidth_down_mbps","provisioned_bandwidth_up_mbps","router_serial_number","account_status","email","location","created_at","updated_at","contact_phone","multi_site","subscription_tier","industry"
CUST-003119,Global Solutions,Business Premium,"1813 Roman Unions, Dallas, TX 75202",1000,250,RT-HPE003119,Active,support3119@johnson.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003120,Metro Company,Enterprise Plus,"6449 Brown Key, Dallas, TX 75202",5000,1000,RT-JNP003120,Inactive,support3120@trujillo.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003121,Smart Construction Group,Basic Internet,"78911 Ryan Ville Apt. 098, Dallas, TX 75202",100,20,RT-JNP003121,Suspended,support3121@bernard-williams.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003122,Local Tech Enterprises,Business Premium,"4166 Davis Neck, Dallas, TX 75242",1000,250,RT-CIS003122,Pending,support3122@cohen-conley.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003123,Smart Corp,Basic Internet,"67080 Yang Summit, Dallas, TX 75207",100,20,RT-HPE003123,Inactive,support3123@spencer-ramirez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003124,Advanced Associates,Enterprise Plus,"779 Miles Fall Suite 003, Dallas, TX 75241",5000,1000,RT-CIS003124,Active,support3124@gonzalez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003125,National LLC,Standard Internet,"75989 Thompson Drive Suite 947, Dallas, TX 75225",300,50,RT-CIS003125,Suspended,support3125@baker-moyer.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003126,Regional Retail Technologies,Enterprise Plus,"583 Wendy Club Apt. 102, Dallas, TX 75209",5000,1000,RT-CIS003126,Cancelled,support3126@hall-baker.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003127,United Services,Business Premium,"77708 Ray Vista, Dallas, TX 75246",1000,250,RT-JNP003127,Active,support3127@martin.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003128,Digital Group,Enterprise Plus,"3448 Christopher Pike Apt. 115, Dallas, TX 75249",5000,1000,RT-CIS003128,Pending,support3128@mathews.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003129,Tech  Inc,Enterprise Plus,"39855 Eric Ford Suite 508, Dallas, TX 75252",5000,1000,RT-FTR003129,Active,support3129@lynch.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003130,Local Technologies,Standard Internet,"2523 Joshua Glen Apt. 139, Dallas, TX 75225",300,50,RT-HPE003130,Suspended,support3130@salinas-olson.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003131,National Consulting Group,Business Premium,"6280 Gonzalez Fork Suite 006, Dallas, TX 75233",1000,250,RT-FTR003131,Suspended,support3131@green.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003132,Digital Financial Corp,Business Premium,"8294 Thomas Springs, Dallas, TX 75206",1000,250,RT-JNP003132,Pending,support3132@moore.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003133,Acme Construction Inc,Business Elite,"293 Johnson Meadow Apt. 587, Dallas, TX 75238",2000,500,RT-HPE003133,Active,support3133@robinson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003134,Prime Retail Associates,Standard Internet,"262 Sharon Shores, Dallas, TX 75223",300,50,RT-JNP003134,Pending,support3134@stanton.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003135,Smart Tech Services,Enterprise Plus,"15327 Vanessa Forge, Dallas, TX 75247",5000,1000,RT-JNP003135,Inactive,support3135@wang-calderon.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003136,Smart Enterprises,Business Premium,"5688 Lewis Oval Apt. 379, Dallas, TX 75230",1000,250,RT-FTR003136,Active,support3136@medina.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003137,Regional Enterprises,Standard Internet,"289 Lauren Squares, Dallas, TX 75248",300,50,RT-CIS003137,Active,support3137@pena.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003138,Regional Group,Business Standard,"7537 Nelson Heights Suite 125, Dallas, TX 75250",500,100,RT-CIS003138,Cancelled,support3138@moore-jackson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003139,Regional Media Group,Business Standard,"6442 Martinez Path, Dallas, TX 75218",500,100,RT-FTR003139,Inactive,support3139@west.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003140,Metro  Company,Business Standard,"699 Cassie Greens, Dallas, TX 75241",500,100,RT-FTR003140,Pending,support3140@jones-bean.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003141,Prime Industries,Standard Internet,"292 Patrick Prairie, Dallas, TX 75247",300,50,RT-CIS003141,Cancelled,support3141@cooke.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003142,City Tech Technologies,Business Elite,"571 John Run Apt. 056, Dallas, TX 75250",2000,500,RT-CIS003142,Pending,support3142@cook.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003143,United Marketing Technologies,Business Premium,"096 Jones Forest Suite 288, Dallas, TX 75233",1000,250,RT-CIS003143,Active,support3143@mendez.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003144,Digital Inc,Business Premium,"81107 Justin Summit Apt. 360, Dallas, TX 75248",1000,250,RT-FTR003144,Suspended,support3144@deleon.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003145,City Legal Enterprises,Business Elite,"588 Green Trail, Dallas, TX 75251",2000,500,RT-CIS003145,Cancelled,support3145@clark-wall.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003146,Elite Manufacturing Corp,Enterprise Plus,"26776 Michelle Tunnel, Dallas, TX 75207",5000,1000,RT-CIS003146,Suspended,support3146@parsons.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003147,Innovative Marketing Services,Enterprise Plus,"804 William Hills, Dallas, TX 75237",5000,1000,RT-CIS003147,Inactive,support3147@allen.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003148,United Legal Technologies,Enterprise Plus,"6842 Angela Point Apt. 187, Dallas, TX 75227",5000,1000,RT-HPE003148,Inactive,support3148@ford-george.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003149,Metro  Industries,Basic Internet,"26597 Hughes Forge, Dallas, TX 75246",100,20,RT-HPE003149,Cancelled,support3149@anderson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003150,Acme Tech Partners,Standard Internet,"78170 Thompson Gardens, Dallas, TX 75249",300,50,RT-FTR003150,Cancelled,support3150@snyder.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003151,City Enterprises,Business Premium,"85920 Robinson Walks, Dallas, TX 75217",1000,250,RT-JNP003151,Pending,support3151@wilson-cooper.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003152,United Healthcare Company,Business Premium,"1891 Bailey Fork, Dallas, TX 75224",1000,250,RT-JNP003152,Pending,support3152@villa.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003153,Innovative LLC,Basic Internet,"251 Randy Route Apt. 238, Dallas, TX 75208",100,20,RT-HPE003153,Suspended,support3153@smith.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003154,Regional Marketing Industries,Enterprise Plus,"98194 Charles Throughway, Dallas, TX 75228",5000,1000,RT-JNP003154,Cancelled,support3154@price-hughes.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003155,Global  Associates,Business Elite,"77272 Cynthia Haven Suite 098, Dallas, TX 75226",2000,500,RT-JNP003155,Suspended,support3155@hamilton.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003156,United Legal Technologies,Business Elite,"35016 Robert Islands, Dallas, TX 75225",2000,500,RT-JNP003156,Inactive,support3156@johnson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003157,Innovative  Enterprises,Basic Internet,"73051 Garcia Forges Apt. 096, Dallas, TX 75252",100,20,RT-HPE003157,Pending,support3157@harris-hancock.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003158,Innovative Marketing Systems,Business Standard,"0741 Matthew Roads, Dallas, TX 75236",500,100,RT-JNP003158,Cancelled,support3158@barnes.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003159,Global Technologies,Business Elite,"3857 Gonzalez Rapids, Dallas, TX 75247",2000,500,RT-JNP003159,Suspended,support3159@chapman.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003160,Acme Associates,Enterprise Plus,"84162 Freeman Cape, Dallas, TX 75223",5000,1000,RT-CIS003160,Active,support3160@reeves.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003161,United Partners,Enterprise Plus,"146 Smith Village, Dallas, TX 75232",5000,1000,RT-HPE003161,Cancelled,support3161@perez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003162,Elite Financial Services,Basic Internet,"464 Brian Parkway Apt. 902, Dallas, TX 75228",100,20,RT-FTR003162,Active,support3162@jackson.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003163,Metro Enterprises,Business Elite,"98890 Manning Ville Apt. 750, Dallas, TX 75235",2000,500,RT-CIS003163,Suspended,support3163@costa-wilson.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003164,National Healthcare Corp,Standard Internet,"7750 Morales Lock, Dallas, TX 75214",300,50,RT-CIS003164,Suspended,support3164@moore.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003165,City Real Estate Services,Business Elite,"96568 Mueller Expressway Apt. 204, Dallas, TX 75230",2000,500,RT-FTR003165,Suspended,support3165@werner.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003166,Regional Marketing Company,Basic Internet,"534 Bennett Hill Apt. 442, Dallas, TX 75216",100,20,RT-HPE003166,Pending,support3166@maynard.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003167,Innovative Associates,Standard Internet,"5314 Carpenter Knoll Apt. 800, Dallas, TX 75214",300,50,RT-JNP003167,Active,support3167@fuller.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003168,Innovative Enterprises,Business Elite,"7356 Taylor Mission Apt. 943, Dallas, TX 75220",2000,500,RT-FTR003168,Suspended,support3168@soto-johnson.org,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003169,Tech Systems,Standard Internet,"824 Brown Pike, Dallas, TX 75209",300,50,RT-FTR003169,Pending,support3169@baker.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003170,Smart Financial Associates,Business Elite,"23607 Rodriguez Circle Suite 022, Dallas, TX 75231",2000,500,RT-JNP003170,Pending,support3170@jackson-morris.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003171,National Corp,Business Standard,"41762 Amy Ports, Dallas, TX 75227",500,100,RT-CIS003171,Active,support3171@evans-jones.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003172,Global Inc,Business Premium,"016 Tiffany Mission Apt. 584, Dallas, TX 75203",1000,250,RT-CIS003172,Cancelled,support3172@martin.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003173,Elite Legal Solutions,Business Standard,"691 Kathleen Track, Dallas, TX 75223",500,100,RT-HPE003173,Cancelled,support3173@martin.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003174,Global Marketing Enterprises,Standard Internet,"20646 Le Villages Suite 647, Dallas, TX 75208",300,50,RT-FTR003174,Suspended,support3174@velasquez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003175,National Manufacturing Services,Enterprise Plus,"0143 Michael Bridge Apt. 861, Dallas, TX 75234",5000,1000,RT-FTR003175,Cancelled,support3175@thomas.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003176,Global Consulting Technologies,Business Premium,"3825 Thomas Gateway, Dallas, TX 75252",1000,250,RT-CIS003176,Active,support3176@mcmillan.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003177,Digital Technologies,Business Premium,"9181 Kimberly Ferry Apt. 905, Dallas, TX 75227",1000,250,RT-JNP003177,Suspended,support3177@smith.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003178,Elite Services,Basic Internet,"83038 Smith Street, Dallas, TX 75247",100,20,RT-JNP003178,Pending,support3178@walsh-marshall.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003179,Acme Group,Business Standard,"191 Mark Vista, Dallas, TX 75242",500,100,RT-CIS003179,Pending,support3179@ibarra-lane.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003180,Innovative Company,Basic Internet,"4454 Melissa Ramp Apt. 438, Dallas, TX 75231",100,20,RT-JNP003180,Suspended,support3180@lindsey-ruiz.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003181,Prime Industries,Enterprise Plus,"15567 Franklin Rapid Suite 929, Dallas, TX 75216",5000,1000,RT-FTR003181,Pending,support3181@white-ortiz.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003182,Acme LLC,Business Premium,"24370 Erica Roads Apt. 905, Dallas, TX 75248",1000,250,RT-CIS003182,Cancelled,support3182@sullivan-morris.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003183,National Manufacturing Enterprises,Business Premium,"34307 Holmes Walks Apt. 298, Dallas, TX 75241",1000,250,RT-FTR003183,Suspended,support3183@cruz-neal.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003184,Prime Systems,Standard Internet,"51917 Ethan Grove Apt. 363, Dallas, TX 75248",300,50,RT-JNP003184,Pending,support3184@wright-stanley.info,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003185,Advanced Company,Basic Internet,"013 Alicia Greens, Dallas, TX 75248",100,20,RT-FTR003185,Cancelled,support3185@mitchell.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003186,Acme Retail Partners,Business Premium,"168 Robert Circles Apt. 476, Dallas, TX 75246",1000,250,RT-FTR003186,Suspended,support3186@johnson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003187,Tech Healthcare Solutions,Basic Internet,"735 Martinez Views Suite 564, Dallas, TX 75203",100,20,RT-FTR003187,Cancelled,support3187@orr-fritz.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003188,Innovative Manufacturing LLC,Business Elite,"8859 Richard Fort, Dallas, TX 75231",2000,500,RT-FTR003188,Inactive,support3188@walsh-smith.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003189,United Partners,Standard Internet,"83014 Wells Street Apt. 656, Dallas, TX 75246",300,50,RT-CIS003189,Inactive,support3189@stone.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003190,Local Legal LLC,Enterprise Plus,"902 Mitchell Locks, Dallas, TX 75252",5000,1000,RT-HPE003190,Inactive,support3190@lopez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003191,Acme Tech Systems,Basic Internet,"46087 Kathryn Mews Apt. 149, Dallas, TX 75210",100,20,RT-FTR003191,Suspended,support3191@norris.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003192,Acme Consulting LLC,Business Premium,"2293 Kevin Avenue, Dallas, TX 75212",1000,250,RT-CIS003192,Cancelled,support3192@perez.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003193,Digital Company,Enterprise Plus,"116 Henry Glens Apt. 738, Dallas, TX 75232",5000,1000,RT-FTR003193,Pending,support3193@dickson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003194,Metro Associates,Business Elite,"227 Angela Lakes Suite 392, Dallas, TX 75220",2000,500,RT-HPE003194,Suspended,support3194@barker-nichols.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003195,Acme LLC,Standard Internet,"36716 Denise Gardens, Dallas, TX 75240",300,50,RT-CIS003195,Inactive,support3195@collins.net,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003196,National Inc,Enterprise Plus,"0287 Harper Bridge Suite 264, Dallas, TX 75249",5000,1000,RT-CIS003196,Cancelled,support3196@hicks.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003197,Acme Manufacturing Associates,Business Elite,"7812 Sean Roads, Dallas, TX 75241",2000,500,RT-HPE003197,Pending,support3197@guzman.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003198,Smart Solutions,Business Elite,"82278 Joshua Ports, Dallas, TX 75236",2000,500,RT-HPE003198,Cancelled,support3198@wright-stewart.biz,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003199,Advanced Marketing Group,Business Elite,"20724 Garcia Springs, Dallas, TX 75201",2000,500,RT-JNP003199,Cancelled,support3199@peterson.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003200,United Services,Enterprise Plus,"67801 Cruz Camp, Dallas, TX 75210",5000,1000,RT-CIS003200,Pending,support3200@hill.com,"Dallas, TX",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003201,Prime Services,Enterprise Plus,"4712 Vanessa Flats, Hartford, CT 06103",5000,1000,RT-CIS003201,Cancelled,support3201@anderson-dunn.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003202,Innovative Technologies,Business Elite,"2378 Park Neck Apt. 277, Hartford, CT 06112",2000,500,RT-HPE003202,Active,support3202@johnson-perry.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003203,United Healthcare Solutions,Business Premium,"136 Ronald Trail Suite 416, Hartford, CT 06126",1000,250,RT-CIS003203,Inactive,support3203@dunn.biz,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003204,Elite Construction Partners,Enterprise Plus,"337 Butler Corner Suite 535, Hartford, CT 06126",5000,1000,RT-FTR003204,Cancelled,support3204@chavez-klein.net,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003205,Acme Tech Inc,Enterprise Plus,"294 Wagner Loop Apt. 883, Hartford, CT 06103",5000,1000,RT-CIS003205,Pending,support3205@carter-weaver.org,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003206,Regional Group,Business Elite,"96042 Adams Avenue, Hartford, CT 06114",2000,500,RT-JNP003206,Suspended,support3206@bell.info,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003207,National Logistics Enterprises,Basic Internet,"17829 Clarke Radial, Hartford, CT 06104",100,20,RT-FTR003207,Active,support3207@payne.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003208,City Corp,Business Standard,"76329 Smith Village, Hartford, CT 06112",500,100,RT-FTR003208,Cancelled,support3208@haney.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003209,Tech  Solutions,Enterprise Plus,"1269 William Lane Suite 510, Hartford, CT 06106",5000,1000,RT-CIS003209,Active,support3209@gutierrez.org,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003210,City Associates,Business Elite,"78393 Jimmy Road Suite 027, Hartford, CT 06114",2000,500,RT-HPE003210,Pending,support3210@chapman-white.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003211,Global Corp,Business Standard,"5755 Wells Pike, Hartford, CT 06102",500,100,RT-HPE003211,Active,support3211@lewis-hernandez.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003212,Tech Company,Enterprise Plus,"705 Brown Junction, Hartford, CT 06112",5000,1000,RT-JNP003212,Pending,support3212@mendoza-mills.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003213,Global Technologies,Standard Internet,"96006 Clayton Lodge, Hartford, CT 06101",300,50,RT-HPE003213,Inactive,support3213@hensley.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003214,Advanced Company,Basic Internet,"6024 Steele Lane Suite 918, Hartford, CT 06115",100,20,RT-HPE003214,Cancelled,support3214@carter.biz,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003215,Global Solutions,Enterprise Plus,"7554 Floyd Lights Apt. 426, Hartford, CT 06120",5000,1000,RT-CIS003215,Pending,support3215@watson.net,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003216,Advanced Services,Business Standard,"499 Chapman Lane, Hartford, CT 06103",500,100,RT-FTR003216,Pending,support3216@williams.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003217,Innovative LLC,Business Premium,"8804 Keith Brooks Apt. 634, Hartford, CT 06105",1000,250,RT-FTR003217,Pending,support3217@wallace.biz,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003218,Advanced Services,Business Elite,"379 Michelle Estate, Hartford, CT 06108",2000,500,RT-FTR003218,Active,support3218@newton.org,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003219,Advanced Associates,Enterprise Plus,"3121 Joshua Vista Suite 579, Hartford, CT 06103",5000,1000,RT-HPE003219,Active,support3219@carlson.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003220,Regional Industries,Standard Internet,"8723 Patrick Fords Suite 578, Hartford, CT 06112",300,50,RT-JNP003220,Active,support3220@ramos.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003221,Global Retail Corp,Business Premium,"41367 Webb Light, Hartford, CT 06102",1000,250,RT-JNP003221,Cancelled,support3221@obrien-ballard.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003222,Smart Associates,Business Standard,"249 Mendoza Mountain, Hartford, CT 06106",500,100,RT-FTR003222,Cancelled,support3222@lawrence.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003223,Elite LLC,Business Premium,"9120 Cook Skyway Apt. 289, Hartford, CT 06107",1000,250,RT-FTR003223,Cancelled,support3223@ramirez.net,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003224,National Partners,Business Standard,"9769 Blanchard Freeway, Hartford, CT 06105",500,100,RT-JNP003224,Pending,support3224@price.net,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003225,Elite Technologies,Business Standard,"996 April Neck Suite 391, Hartford, CT 06106",500,100,RT-HPE003225,Active,support3225@martinez-schwartz.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003226,City Company,Enterprise Plus,"949 Gloria Turnpike, Hartford, CT 06126",5000,1000,RT-CIS003226,Suspended,support3226@green-ramirez.info,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003227,Global Logistics Partners,Basic Internet,"2544 Barber Neck, Hartford, CT 06126",100,20,RT-CIS003227,Active,support3227@jenkins.info,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003228,Local Corp,Enterprise Plus,"740 Stewart Course, Hartford, CT 06104",5000,1000,RT-FTR003228,Inactive,support3228@sanchez.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003229,Local Construction Associates,Standard Internet,"8280 Lee Pike, Hartford, CT 06104",300,50,RT-FTR003229,Inactive,support3229@lynch.net,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003230,National Consulting Technologies,Enterprise Plus,"777 Pamela Mountains Suite 013, Hartford, CT 06105",5000,1000,RT-HPE003230,Pending,support3230@valdez.org,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003231,National Legal LLC,Business Standard,"6797 Mejia Valleys, Hartford, CT 06103",500,100,RT-JNP003231,Pending,support3231@olsen-davis.info,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003232,National Corp,Business Standard,"86266 Navarro Vista Suite 163, Hartford, CT 06107",500,100,RT-CIS003232,Cancelled,support3232@cannon.com,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
CUST-003233,United Industries,Business Standard,"03262 Cohen Ridges, Hartford, CT 06126",500,100,RT-HPE003233,Inactive,support3233@fisher.biz,"Hartford, CT",2025-11-02 20:45:19.357,2025-11-02 20:45:19.357,,false,,
