"call_id","customer_id","startdatetime","enddatetime"
1137,CUST-004403,2025-11-19 18:45:00.000,2025-11-19 18:49:00.000
2393,CUST-001547,2025-11-19 19:02:00.000,2025-11-19 19:17:00.000
1725,CUST-001421,2025-11-19 19:02:51.000,2025-11-19 19:14:51.000
2883,CUST-002281,2025-11-19 19:02:52.000,2025-11-19 19:10:52.000
2519,CUST-001241,2025-11-19 19:03:41.000,2025-11-19 19:15:41.000
2941,CUST-001560,2025-11-19 19:04:21.000,2025-11-19 19:12:21.000
1948,CUST-002165,2025-11-19 19:04:23.000,2025-11-19 19:13:23.000
1857,CUST-001683,2025-11-19 19:04:30.000,2025-11-19 19:20:30.000
2729,CUST-002504,2025-11-19 19:04:30.000,2025-11-19 19:17:30.000
2118,CUST-002229,2025-11-19 19:05:03.000,2025-11-19 19:13:03.000
2177,CUST-002463,2025-11-19 19:05:20.000,2025-11-19 19:17:20.000
2711,CUST-002759,2025-11-19 19:05:49.000,2025-11-19 19:19:49.000
2569,CUST-002625,2025-11-19 19:06:36.000,2025-11-19 19:16:36.000
2473,CUST-002777,2025-11-19 19:06:41.000,2025-11-19 19:15:41.000
1214,CUST-002078,2025-11-19 19:07:16.000,2025-11-19 19:18:16.000
2057,CUST-001697,2025-11-19 19:07:16.000,2025-11-19 19:14:16.000
2841,CUST-001662,2025-11-19 19:07:17.000,2025-11-19 19:19:17.000
2665,CUST-002165,2025-11-19 19:07:31.000,2025-11-19 19:20:31.000
2121,CUST-002548,2025-11-19 19:07:33.000,2025-11-19 19:23:33.000
2325,CUST-002094,2025-11-19 19:07:37.000,2025-11-19 19:23:37.000
2341,CUST-001989,2025-11-19 19:07:45.000,2025-11-19 19:12:45.000
1883,CUST-002241,2025-11-19 19:07:51.000,2025-11-19 19:23:51.000
2297,CUST-003103,2025-11-19 19:07:51.000,2025-11-19 19:23:51.000
2133,CUST-003098,2025-11-19 19:08:02.000,2025-11-19 19:22:02.000
2475,CUST-002890,2025-11-19 19:08:04.000,2025-11-19 19:21:04.000
2789,CUST-002731,2025-11-19 19:08:09.000,2025-11-19 19:23:09.000
1832,CUST-002829,2025-11-19 19:08:18.000,2025-11-19 19:19:18.000
1796,CUST-002903,2025-11-19 19:08:20.000,2025-11-19 19:13:20.000
2691,CUST-002215,2025-11-19 19:08:27.000,2025-11-19 19:23:27.000
2739,CUST-002673,2025-11-19 19:09:00.000,2025-11-19 19:13:00.000
1618,CUST-001849,2025-11-19 19:09:30.000,2025-11-19 19:14:30.000
2257,CUST-003051,2025-11-19 19:09:39.000,2025-11-19 19:20:39.000
2027,CUST-002661,2025-11-19 19:10:19.000,2025-11-19 19:25:19.000
2333,CUST-002638,2025-11-19 19:10:24.000,2025-11-19 19:20:24.000
2367,CUST-002333,2025-11-19 19:10:45.000,2025-11-19 19:21:45.000
1822,CUST-001851,2025-11-19 19:10:53.000,2025-11-19 19:14:53.000
2704,CUST-002816,2025-11-19 19:11:13.000,2025-11-19 19:16:13.000
2348,CUST-001774,2025-11-19 19:11:18.000,2025-11-19 19:25:18.000
2597,CUST-001572,2025-11-19 19:11:51.000,2025-11-19 19:27:51.000
1653,CUST-002749,2025-11-19 19:12:04.000,2025-11-19 19:18:04.000
2076,CUST-003046,2025-11-19 19:12:23.000,2025-11-19 19:22:23.000
2521,CUST-002830,2025-11-19 19:12:25.000,2025-11-19 19:26:25.000
2432,CUST-003169,2025-11-19 19:12:29.000,2025-11-19 19:27:29.000
1765,CUST-003098,2025-11-19 19:12:30.000,2025-11-19 19:28:30.000
2254,CUST-002215,2025-11-19 19:12:31.000,2025-11-19 19:21:31.000
2305,CUST-002032,2025-11-19 19:12:46.000,2025-11-19 19:26:46.000
1589,CUST-003197,2025-11-19 19:13:06.000,2025-11-19 19:25:06.000
2246,CUST-002806,2025-11-19 19:13:11.000,2025-11-19 19:25:11.000
1657,CUST-002903,2025-11-19 19:13:49.000,2025-11-19 19:29:49.000
1788,CUST-002830,2025-11-19 19:13:54.000,2025-11-19 19:23:54.000
2553,CUST-002716,2025-11-19 19:13:55.000,2025-11-19 19:22:55.000
2013,CUST-001462,2025-11-19 19:14:04.000,2025-11-19 19:26:04.000
2539,CUST-001794,2025-11-19 19:14:39.000,2025-11-19 19:20:39.000
2465,CUST-002548,2025-11-19 19:14:53.000,2025-11-19 19:27:53.000
1805,CUST-001522,2025-11-19 19:15:02.000,2025-11-19 19:29:02.000
2876,CUST-002304,2025-11-19 19:15:05.000,2025-11-19 19:25:05.000
2809,CUST-002849,2025-11-19 19:15:09.000,2025-11-19 19:22:09.000
2029,CUST-002906,2025-11-19 19:15:13.000,2025-11-19 19:25:13.000
2583,CUST-003199,2025-11-19 19:15:44.000,2025-11-19 19:26:44.000
1703,CUST-001933,2025-11-19 19:15:48.000,2025-11-19 19:30:48.000
2719,CUST-002899,2025-11-19 19:15:49.000,2025-11-19 19:31:49.000
1612,CUST-001995,2025-11-19 19:15:50.000,2025-11-19 19:31:50.000
2075,CUST-002673,2025-11-19 19:15:51.000,2025-11-19 19:20:51.000
2687,CUST-001234,2025-11-19 19:15:52.000,2025-11-19 19:31:52.000
2135,CUST-001290,2025-11-19 19:16:18.000,2025-11-19 19:20:18.000
1682,CUST-002464,2025-11-19 19:16:20.000,2025-11-19 19:28:20.000
1288,CUST-003650,2025-11-19 19:16:21.000,2025-11-19 19:23:21.000
2919,CUST-001566,2025-11-19 19:16:22.000,2025-11-19 19:32:22.000
2851,CUST-001990,2025-11-19 19:16:41.000,2025-11-19 19:20:41.000
2674,CUST-002756,2025-11-19 19:17:39.000,2025-11-19 19:26:39.000
2173,CUST-002840,2025-11-19 19:17:53.000,2025-11-19 19:25:53.000
2641,CUST-002749,2025-11-19 19:18:19.000,2025-11-19 19:33:19.000
2404,CUST-001653,2025-11-19 19:18:39.000,2025-11-19 19:27:39.000
2817,CUST-001783,2025-11-19 19:19:35.000,2025-11-19 19:30:35.000
2474,CUST-001989,2025-11-19 19:19:41.000,2025-11-19 19:26:41.000
2127,CUST-002237,2025-11-19 19:19:53.000,2025-11-19 19:27:53.000
2353,CUST-001371,2025-11-19 19:20:23.000,2025-11-19 19:25:23.000
2614,CUST-003028,2025-11-19 19:20:34.000,2025-11-19 19:33:34.000
2877,CUST-002464,2025-11-19 19:20:35.000,2025-11-19 19:32:35.000
1783,CUST-001907,2025-11-19 19:20:47.000,2025-11-19 19:29:47.000
1923,CUST-002816,2025-11-19 19:21:28.000,2025-11-19 19:34:28.000
2581,CUST-001578,2025-11-19 19:21:34.000,2025-11-19 19:26:34.000
2952,CUST-002119,2025-11-19 19:21:41.000,2025-11-19 19:27:41.000
2867,CUST-002581,2025-11-19 19:21:48.000,2025-11-19 19:35:48.000
2242,CUST-001257,2025-11-19 19:22:33.000,2025-11-19 19:30:33.000
2014,CUST-002137,2025-11-19 19:22:54.000,2025-11-19 19:37:54.000
2082,CUST-001466,2025-11-19 19:24:16.000,2025-11-19 19:32:16.000
2015,CUST-001812,2025-11-19 19:24:22.000,2025-11-19 19:40:22.000
2579,CUST-002528,2025-11-19 19:24:34.000,2025-11-19 19:30:34.000
2072,CUST-002737,2025-11-19 19:24:38.000,2025-11-19 19:37:38.000
2542,CUST-003049,2025-11-19 19:25:33.000,2025-11-19 19:35:33.000
1691,CUST-001794,2025-11-19 19:25:41.000,2025-11-19 19:32:41.000
2734,CUST-002674,2025-11-19 19:26:00.000,2025-11-19 19:37:00.000
2158,CUST-003103,2025-11-19 19:26:13.000,2025-11-19 19:31:13.000
2570,CUST-001265,2025-11-19 19:26:37.000,2025-11-19 19:35:37.000
2626,CUST-002502,2025-11-19 19:26:43.000,2025-11-19 19:42:43.000
2194,CUST-002756,2025-11-19 19:27:00.000,2025-11-19 19:35:00.000
2949,CUST-002125,2025-11-19 19:27:02.000,2025-11-19 19:38:02.000
2159,CUST-001948,2025-11-19 19:27:21.000,2025-11-19 19:31:21.000
1967,CUST-001995,2025-11-19 19:27:23.000,2025-11-19 19:40:23.000
2413,CUST-002899,2025-11-19 19:27:27.000,2025-11-19 19:41:27.000
2464,CUST-001849,2025-11-19 19:27:35.000,2025-11-19 19:37:35.000
2401,CUST-003046,2025-11-19 19:28:17.000,2025-11-19 19:32:17.000
2722,CUST-002358,2025-11-19 19:28:22.000,2025-11-19 19:41:22.000
2391,CUST-002348,2025-11-19 19:28:29.000,2025-11-19 19:34:29.000
2611,CUST-002913,2025-11-19 19:28:30.000,2025-11-19 19:44:30.000
2213,CUST-002548,2025-11-19 19:28:39.000,2025-11-19 19:41:39.000
2053,CUST-002878,2025-11-19 19:28:43.000,2025-11-19 19:43:43.000
1670,CUST-001911,2025-11-19 19:29:20.000,2025-11-19 19:38:20.000
1752,CUST-001987,2025-11-19 19:29:51.000,2025-11-19 19:39:51.000
2207,CUST-002663,2025-11-19 19:30:23.000,2025-11-19 19:43:23.000
1873,CUST-002392,2025-11-19 19:31:21.000,2025-11-19 19:43:21.000
2463,CUST-001623,2025-11-19 19:31:36.000,2025-11-19 19:45:36.000
1605,CUST-001948,2025-11-19 19:31:37.000,2025-11-19 19:46:37.000
2390,CUST-002975,2025-11-19 19:31:41.000,2025-11-19 19:39:41.000
2419,CUST-002746,2025-11-19 19:31:51.000,2025-11-19 19:43:51.000
2834,CUST-002617,2025-11-19 19:32:17.000,2025-11-19 19:45:17.000
2311,CUST-001295,2025-11-19 19:33:49.000,2025-11-19 19:42:49.000
1732,CUST-002355,2025-11-19 19:34:32.000,2025-11-19 19:48:32.000
2511,CUST-001450,2025-11-19 19:34:45.000,2025-11-19 19:41:45.000
2446,CUST-001572,2025-11-19 19:34:48.000,2025-11-19 19:50:48.000
1719,CUST-002447,2025-11-19 19:35:17.000,2025-11-19 19:42:17.000
1762,CUST-003049,2025-11-19 19:35:28.000,2025-11-19 19:39:28.000
2590,CUST-002663,2025-11-19 19:36:32.000,2025-11-19 19:43:32.000
2143,CUST-002690,2025-11-19 19:37:18.000,2025-11-19 19:50:18.000
2515,CUST-002641,2025-11-19 19:37:24.000,2025-11-19 19:53:24.000
2148,CUST-003028,2025-11-19 19:38:49.000,2025-11-19 19:42:49.000
2345,CUST-002629,2025-11-19 19:39:42.000,2025-11-19 19:48:42.000
2497,CUST-001875,2025-11-19 19:39:59.000,2025-11-19 19:54:59.000
1661,CUST-001290,2025-11-19 19:40:10.000,2025-11-19 19:55:10.000
2307,CUST-001655,2025-11-19 19:40:12.000,2025-11-19 19:49:12.000
2556,CUST-003090,2025-11-19 19:41:23.000,2025-11-19 19:45:23.000
2129,CUST-002865,2025-11-19 19:41:48.000,2025-11-19 19:51:48.000
1768,CUST-002806,2025-11-19 19:42:36.000,2025-11-19 19:47:36.000
1912,CUST-001607,2025-11-19 19:42:39.000,2025-11-19 19:58:39.000
2272,CUST-003098,2025-11-19 19:43:50.000,2025-11-19 19:54:50.000
1858,CUST-002906,2025-11-19 19:44:26.000,2025-11-19 19:50:26.000
2747,CUST-002641,2025-11-19 19:44:30.000,2025-11-19 19:52:30.000
2886,CUST-003106,2025-11-19 19:44:45.000,2025-11-19 19:52:45.000
1662,CUST-002281,2025-11-19 19:44:59.000,2025-11-19 19:48:59.000
2870,CUST-001655,2025-11-19 19:45:18.000,2025-11-19 19:50:18.000
2359,CUST-001242,2025-11-19 19:46:13.000,2025-11-19 19:57:13.000
2810,CUST-002032,2025-11-19 19:47:48.000,2025-11-19 19:57:48.000
2455,CUST-001265,2025-11-19 19:48:25.000,2025-11-19 20:03:25.000
1876,CUST-001669,2025-11-19 19:48:27.000,2025-11-19 19:53:27.000
2030,CUST-002704,2025-11-19 19:48:52.000,2025-11-19 19:54:52.000
2956,CUST-001839,2025-11-19 19:49:34.000,2025-11-19 20:01:34.000
2906,CUST-002865,2025-11-19 19:51:26.000,2025-11-19 20:03:26.000
2935,CUST-002119,2025-11-19 19:52:55.000,2025-11-19 20:08:55.000
2740,CUST-001987,2025-11-19 19:52:56.000,2025-11-19 20:02:56.000
2529,CUST-001330,2025-11-19 19:53:11.000,2025-11-19 20:00:11.000
1956,CUST-001250,2025-11-19 19:54:00.000,2025-11-19 20:09:00.000
2471,CUST-001466,2025-11-19 19:54:26.000,2025-11-19 20:09:26.000
1878,CUST-002826,2025-11-19 19:59:52.000,2025-11-19 20:07:52.000
2609,CUST-001463,2025-11-19 20:03:35.000,2025-11-19 20:11:35.000
1821,CUST-002648,2025-11-19 20:09:42.000,2025-11-19 20:14:42.000
2718,CUST-001509,2025-11-19 20:14:53.000,2025-11-19 20:24:53.000
2979,CUST-003103,2025-11-19 20:15:36.000,2025-11-19 20:20:36.000
1216,CUST-005273,2025-11-19 20:17:46.000,2025-11-19 20:33:46.000
1621,CUST-001949,2025-11-19 20:51:04.000,2025-11-19 20:55:04.000
1544,CUST-005262,2025-11-19 20:59:54.000,2025-11-19 21:03:54.000
1212,CUST-005055,2025-11-19 21:12:25.000,2025-11-19 21:23:25.000
1087,CUST-000913,2025-11-19 21:20:50.000,2025-11-19 21:36:50.000
1370,CUST-002045,2025-11-19 21:24:12.000,2025-11-19 21:40:12.000
1507,CUST-004940,2025-11-19 21:33:43.000,2025-11-19 21:38:43.000
1295,CUST-005298,2025-11-19 21:47:52.000,2025-11-19 21:52:52.000
1292,CUST-005426,2025-11-19 22:11:55.000,2025-11-19 22:22:55.000
1291,CUST-000100,2025-11-19 22:21:45.000,2025-11-19 22:29:45.000
1505,CUST-004776,2025-11-19 22:35:41.000,2025-11-19 22:39:41.000
1539,CUST-004718,2025-11-19 23:20:26.000,2025-11-19 23:30:26.000
1280,CUST-000695,2025-11-20 09:04:00.000,2025-11-20 09:18:00.000
2355,CUST-001587,2025-11-20 09:08:00.000,2025-11-20 09:20:00.000
2681,CUST-002386,2025-11-20 09:08:44.000,2025-11-20 09:24:44.000
1849,CUST-002427,2025-11-20 09:09:00.000,2025-11-20 09:23:00.000
2157,CUST-002856,2025-11-20 09:09:13.000,2025-11-20 09:17:13.000
2289,CUST-003031,2025-11-20 09:09:13.000,2025-11-20 09:25:13.000
2777,CUST-002286,2025-11-20 09:09:41.000,2025-11-20 09:22:41.000
1733,CUST-002518,2025-11-20 09:10:01.000,2025-11-20 09:23:01.000
2116,CUST-002113,2025-11-20 09:10:06.000,2025-11-20 09:23:06.000
2873,CUST-002396,2025-11-20 09:10:22.000,2025-11-20 09:26:22.000
2775,CUST-001765,2025-11-20 09:10:32.000,2025-11-20 09:26:32.000
1927,CUST-002990,2025-11-20 09:10:37.000,2025-11-20 09:26:37.000
2439,CUST-002098,2025-11-20 09:10:38.000,2025-11-20 09:20:38.000
2482,CUST-002247,2025-11-20 09:10:58.000,2025-11-20 09:17:58.000
2016,CUST-002742,2025-11-20 09:11:13.000,2025-11-20 09:15:13.000
2192,CUST-002953,2025-11-20 09:11:19.000,2025-11-20 09:20:19.000
1685,CUST-001871,2025-11-20 09:11:20.000,2025-11-20 09:25:20.000
2751,CUST-001808,2025-11-20 09:11:37.000,2025-11-20 09:15:37.000
2944,CUST-001272,2025-11-20 09:11:42.000,2025-11-20 09:23:42.000
1818,CUST-001748,2025-11-20 09:11:45.000,2025-11-20 09:23:45.000
2844,CUST-001489,2025-11-20 09:11:50.000,2025-11-20 09:23:50.000
2426,CUST-002967,2025-11-20 09:11:52.000,2025-11-20 09:23:52.000
1698,CUST-002909,2025-11-20 09:11:59.000,2025-11-20 09:24:59.000
1807,CUST-002081,2025-11-20 09:12:24.000,2025-11-20 09:21:24.000
2999,CUST-001872,2025-11-20 09:12:30.000,2025-11-20 09:20:30.000
1745,CUST-001346,2025-11-20 09:13:28.000,2025-11-20 09:21:28.000
2821,CUST-002332,2025-11-20 09:14:09.000,2025-11-20 09:24:09.000
2612,CUST-002024,2025-11-20 09:14:17.000,2025-11-20 09:29:17.000
1940,CUST-001633,2025-11-20 09:14:40.000,2025-11-20 09:27:40.000
1959,CUST-002140,2025-11-20 09:14:40.000,2025-11-20 09:23:40.000
2551,CUST-002091,2025-11-20 09:14:46.000,2025-11-20 09:26:46.000
2799,CUST-003119,2025-11-20 09:14:52.000,2025-11-20 09:29:52.000
1000,CUST-002057,2025-11-20 09:15:22.000,2025-11-20 09:30:22.000
2043,CUST-002186,2025-11-20 09:15:26.000,2025-11-20 09:23:26.000
2167,CUST-002247,2025-11-20 09:15:54.000,2025-11-20 09:21:54.000
1939,CUST-002057,2025-11-20 09:16:08.000,2025-11-20 09:24:08.000
2229,CUST-002078,2025-11-20 09:16:25.000,2025-11-20 09:30:25.000
2258,CUST-002234,2025-11-20 09:17:26.000,2025-11-20 09:32:26.000
1780,CUST-002815,2025-11-20 09:17:28.000,2025-11-20 09:23:28.000
2732,CUST-003089,2025-11-20 09:17:28.000,2025-11-20 09:23:28.000
2491,CUST-001495,2025-11-20 09:17:29.000,2025-11-20 09:24:29.000
2003,CUST-001544,2025-11-20 09:17:42.000,2025-11-20 09:21:42.000
2470,CUST-002995,2025-11-20 09:17:43.000,2025-11-20 09:27:43.000
2197,CUST-001985,2025-11-20 09:18:03.000,2025-11-20 09:27:03.000
2825,CUST-002798,2025-11-20 09:18:40.000,2025-11-20 09:22:40.000
2098,CUST-002971,2025-11-20 09:19:03.000,2025-11-20 09:30:03.000
1918,CUST-002081,2025-11-20 09:19:38.000,2025-11-20 09:23:38.000
2929,CUST-002668,2025-11-20 09:19:43.000,2025-11-20 09:31:43.000
2889,CUST-001346,2025-11-20 09:19:49.000,2025-11-20 09:31:49.000
1678,CUST-003156,2025-11-20 09:19:55.000,2025-11-20 09:25:55.000
2656,CUST-002713,2025-11-20 09:19:57.000,2025-11-20 09:25:57.000
2028,CUST-002140,2025-11-20 09:20:00.000,2025-11-20 09:31:00.000
2300,CUST-001327,2025-11-20 09:20:41.000,2025-11-20 09:30:41.000
2936,CUST-001334,2025-11-20 09:21:03.000,2025-11-20 09:26:03.000
2972,CUST-003171,2025-11-20 09:21:18.000,2025-11-20 09:36:18.000
1740,CUST-002072,2025-11-20 09:21:28.000,2025-11-20 09:29:28.000
2363,CUST-003059,2025-11-20 09:21:44.000,2025-11-20 09:32:44.000
2548,CUST-003158,2025-11-20 09:22:03.000,2025-11-20 09:30:03.000
2161,CUST-002273,2025-11-20 09:22:27.000,2025-11-20 09:37:27.000
2155,CUST-002786,2025-11-20 09:23:27.000,2025-11-20 09:36:27.000
1947,CUST-001891,2025-11-20 09:23:40.000,2025-11-20 09:38:40.000
2998,CUST-001765,2025-11-20 09:23:55.000,2025-11-20 09:30:55.000
1169,CUST-004453,2025-11-20 09:24:00.000,2025-11-20 09:32:00.000
2709,CUST-001751,2025-11-20 09:24:34.000,2025-11-20 09:38:34.000
2509,CUST-001247,2025-11-20 09:24:52.000,2025-11-20 09:36:52.000
2988,CUST-001379,2025-11-20 09:24:54.000,2025-11-20 09:32:54.000
1692,CUST-001327,2025-11-20 09:25:36.000,2025-11-20 09:33:36.000
2584,CUST-002742,2025-11-20 09:26:02.000,2025-11-20 09:38:02.000
2183,CUST-002621,2025-11-20 09:26:29.000,2025-11-20 09:30:29.000
1879,CUST-001977,2025-11-20 09:26:32.000,2025-11-20 09:34:32.000
2916,CUST-001688,2025-11-20 09:27:12.000,2025-11-20 09:40:12.000
2164,CUST-002699,2025-11-20 09:27:20.000,2025-11-20 09:41:20.000
2812,CUST-002934,2025-11-20 09:27:25.000,2025-11-20 09:31:25.000
2814,CUST-002111,2025-11-20 09:28:29.000,2025-11-20 09:41:29.000
2847,CUST-002990,2025-11-20 09:28:37.000,2025-11-20 09:34:37.000
1739,CUST-002292,2025-11-20 09:29:14.000,2025-11-20 09:38:14.000
2696,CUST-003158,2025-11-20 09:29:18.000,2025-11-20 09:37:18.000
2572,CUST-001872,2025-11-20 09:29:26.000,2025-11-20 09:37:26.000
1704,CUST-002068,2025-11-20 09:29:35.000,2025-11-20 09:34:35.000
1072,CUST-003018,2025-11-20 09:30:00.000,2025-11-20 09:38:00.000
1712,CUST-001591,2025-11-20 09:30:17.000,2025-11-20 09:42:17.000
1629,CUST-002283,2025-11-20 09:30:28.000,2025-11-20 09:40:28.000
1855,CUST-002976,2025-11-20 09:30:30.000,2025-11-20 09:34:30.000
1840,CUST-002292,2025-11-20 09:30:41.000,2025-11-20 09:36:41.000
2443,CUST-001346,2025-11-20 09:30:58.000,2025-11-20 09:34:58.000
1798,CUST-001477,2025-11-20 09:31:24.000,2025-11-20 09:47:24.000
2316,CUST-001507,2025-11-20 09:31:51.000,2025-11-20 09:38:51.000
2756,CUST-001661,2025-11-20 09:32:16.000,2025-11-20 09:39:16.000
2698,CUST-002113,2025-11-20 09:32:20.000,2025-11-20 09:46:20.000
1235,CUST-005321,2025-11-20 09:32:39.000,2025-11-20 09:42:39.000
2212,CUST-002972,2025-11-20 09:32:39.000,2025-11-20 09:39:39.000
1748,CUST-002990,2025-11-20 09:32:57.000,2025-11-20 09:36:57.000
2693,CUST-001327,2025-11-20 09:33:08.000,2025-11-20 09:48:08.000
1862,CUST-001613,2025-11-20 09:34:20.000,2025-11-20 09:43:20.000
2948,CUST-002850,2025-11-20 09:34:30.000,2025-11-20 09:46:30.000
2007,CUST-001496,2025-11-20 09:34:39.000,2025-11-20 09:47:39.000
2992,CUST-002623,2025-11-20 09:34:46.000,2025-11-20 09:49:46.000
2798,CUST-003171,2025-11-20 09:35:02.000,2025-11-20 09:46:02.000
2938,CUST-001479,2025-11-20 09:35:18.000,2025-11-20 09:43:18.000
2707,CUST-002292,2025-11-20 09:35:41.000,2025-11-20 09:41:41.000
2084,CUST-001692,2025-11-20 09:35:56.000,2025-11-20 09:50:56.000
1827,CUST-002909,2025-11-20 09:36:52.000,2025-11-20 09:47:52.000
1460,CUST-001443,2025-11-20 09:37:33.000,2025-11-20 09:46:33.000
2638,CUST-001765,2025-11-20 09:37:35.000,2025-11-20 09:53:35.000
2120,CUST-002621,2025-11-20 09:37:38.000,2025-11-20 09:41:38.000
2137,CUST-001613,2025-11-20 09:37:38.000,2025-11-20 09:48:38.000
1850,CUST-002446,2025-11-20 09:37:39.000,2025-11-20 09:52:39.000
2965,CUST-002064,2025-11-20 09:37:58.000,2025-11-20 09:42:58.000
1494,CUST-003430,2025-11-20 09:38:00.000,2025-11-20 09:44:00.000
2839,CUST-001481,2025-11-20 09:38:05.000,2025-11-20 09:50:05.000
1743,CUST-003059,2025-11-20 09:40:51.000,2025-11-20 09:54:51.000
2427,CUST-001575,2025-11-20 09:41:12.000,2025-11-20 09:49:12.000
1958,CUST-001608,2025-11-20 09:41:28.000,2025-11-20 09:51:28.000
1252,CUST-004015,2025-11-20 09:42:00.000,2025-11-20 09:52:00.000
1146,CUST-004894,2025-11-20 09:43:00.000,2025-11-20 09:50:00.000
2866,CUST-002113,2025-11-20 09:43:13.000,2025-11-20 09:54:13.000
2968,CUST-001906,2025-11-20 09:44:07.000,2025-11-20 09:51:07.000
2802,CUST-003156,2025-11-20 09:45:40.000,2025-11-20 09:59:40.000
2023,CUST-001895,2025-11-20 09:45:49.000,2025-11-20 09:49:49.000
2517,CUST-002875,2025-11-20 09:46:09.000,2025-11-20 09:52:09.000
1717,CUST-001394,2025-11-20 09:46:13.000,2025-11-20 09:59:13.000
1863,CUST-002934,2025-11-20 09:46:13.000,2025-11-20 09:54:13.000
2708,CUST-001668,2025-11-20 09:46:46.000,2025-11-20 09:54:46.000
1838,CUST-002728,2025-11-20 09:46:56.000,2025-11-20 09:54:56.000
2690,CUST-002518,2025-11-20 09:47:39.000,2025-11-20 09:53:39.000
2915,CUST-002976,2025-11-20 09:48:06.000,2025-11-20 10:02:06.000
2670,CUST-003121,2025-11-20 09:48:07.000,2025-11-20 09:53:07.000
2588,CUST-002113,2025-11-20 09:48:16.000,2025-11-20 10:04:16.000
2607,CUST-002307,2025-11-20 09:48:29.000,2025-11-20 09:52:29.000
1448,CUST-001949,2025-11-20 09:48:32.000,2025-11-20 10:00:32.000
2993,CUST-001748,2025-11-20 09:48:43.000,2025-11-20 09:59:43.000
2648,CUST-001737,2025-11-20 09:49:01.000,2025-11-20 09:59:01.000
2189,CUST-001747,2025-11-20 09:49:11.000,2025-11-20 09:58:11.000
1726,CUST-002853,2025-11-20 09:49:15.000,2025-11-20 10:01:15.000
2930,CUST-002909,2025-11-20 09:49:18.000,2025-11-20 09:57:18.000
1764,CUST-001379,2025-11-20 09:49:42.000,2025-11-20 09:55:42.000
2928,CUST-002375,2025-11-20 09:50:04.000,2025-11-20 09:58:04.000
2294,CUST-001424,2025-11-20 09:50:05.000,2025-11-20 09:59:05.000
2727,CUST-002525,2025-11-20 09:50:14.000,2025-11-20 10:05:14.000
1906,CUST-002934,2025-11-20 09:50:37.000,2025-11-20 10:00:37.000
2268,CUST-002435,2025-11-20 09:50:57.000,2025-11-20 09:57:57.000
1043,CUST-000858,2025-11-20 09:52:00.000,2025-11-20 10:02:00.000
1501,CUST-001885,2025-11-20 09:52:00.000,2025-11-20 10:05:00.000
2209,CUST-002970,2025-11-20 09:52:07.000,2025-11-20 09:56:07.000
2793,CUST-001666,2025-11-20 09:52:21.000,2025-11-20 10:06:21.000
1749,CUST-002961,2025-11-20 09:52:43.000,2025-11-20 10:04:43.000
2227,CUST-001808,2025-11-20 09:53:48.000,2025-11-20 09:57:48.000
2399,CUST-003171,2025-11-20 09:54:23.000,2025-11-20 10:08:23.000
2064,CUST-002482,2025-11-20 09:54:30.000,2025-11-20 10:05:30.000
1162,CUST-001163,2025-11-20 09:54:32.000,2025-11-20 10:01:32.000
2110,CUST-002325,2025-11-20 09:55:24.000,2025-11-20 10:06:24.000
2436,CUST-002772,2025-11-20 09:56:52.000,2025-11-20 10:06:52.000
1610,CUST-002111,2025-11-20 09:58:06.000,2025-11-20 10:02:06.000
2234,CUST-003101,2025-11-20 09:58:06.000,2025-11-20 10:10:06.000
2166,CUST-002995,2025-11-20 09:58:23.000,2025-11-20 10:02:23.000
1617,CUST-001908,2025-11-20 09:59:10.000,2025-11-20 10:09:10.000
2067,CUST-002130,2025-11-20 10:00:11.000,2025-11-20 10:15:11.000
2918,CUST-003125,2025-11-20 10:00:24.000,2025-11-20 10:11:24.000
2020,CUST-002955,2025-11-20 10:03:16.000,2025-11-20 10:18:16.000
2685,CUST-002713,2025-11-20 10:04:07.000,2025-11-20 10:14:07.000
2882,CUST-002596,2025-11-20 10:05:44.000,2025-11-20 10:18:44.000
1835,CUST-002028,2025-11-20 10:06:41.000,2025-11-20 10:19:41.000
2147,CUST-002951,2025-11-20 10:08:27.000,2025-11-20 10:13:27.000
2276,CUST-002773,2025-11-20 10:08:27.000,2025-11-20 10:23:27.000
1486,CUST-002557,2025-11-20 10:10:00.000,2025-11-20 10:19:00.000
1596,CUST-002568,2025-11-20 10:13:00.000,2025-11-20 10:17:00.000
1665,CUST-002699,2025-11-20 10:13:38.000,2025-11-20 10:18:38.000
1198,CUST-002813,2025-11-20 10:19:09.000,2025-11-20 10:27:09.000
1229,CUST-003225,2025-11-20 10:20:11.000,2025-11-20 10:25:11.000
1244,CUST-000493,2025-11-20 10:30:00.000,2025-11-20 10:34:00.000
1294,CUST-002277,2025-11-20 10:31:00.000,2025-11-20 10:36:00.000
1427,CUST-003888,2025-11-20 10:36:00.000,2025-11-20 10:41:00.000
1543,CUST-003298,2025-11-20 10:38:01.000,2025-11-20 10:45:01.000
2913,CUST-001898,2025-11-20 10:40:07.000,2025-11-20 10:50:07.000
2895,CUST-001210,2025-11-20 10:40:36.000,2025-11-20 10:52:36.000
1999,CUST-002687,2025-11-20 10:41:04.000,2025-11-20 10:57:04.000
1737,CUST-002969,2025-11-20 10:41:16.000,2025-11-20 10:56:16.000
2214,CUST-003145,2025-11-20 10:41:40.000,2025-11-20 10:53:40.000
1738,CUST-001369,2025-11-20 10:42:08.000,2025-11-20 10:46:08.000
